VIDEO,MODEL_TYPE,LitterNET,frame_num,object_id,litter_present,litter_detected,conf
001,YOLOv9s,False,,,True,False,0
002,YOLOv9s,False,285.0,0,True,True,0.31300681829452515
002,YOLOv9s,False,286.0,0,True,True,0.3295537531375885
002,YOLOv9s,False,287.0,0,True,True,0.41206324100494385
002,YOLOv9s,False,288.0,0,True,True,0.45597824454307556
002,YOLOv9s,False,289.0,0,True,True,0.481845498085022
002,YOLOv9s,False,290.0,0,True,True,0.4053487479686737
002,YOLOv9s,False,291.0,0,True,True,0.3697730302810669
002,YOLOv9s,False,292.0,0,True,True,0.384298175573349
002,YOLOv9s,False,293.0,0,True,True,0.37154069542884827
002,YOLOv9s,False,294.0,0,True,True,0.3693391680717468
002,YOLOv9s,False,295.0,0,True,True,0.3934426009654999
002,YOLOv9s,False,296.0,0,True,True,0.4036318063735962
002,YOLOv9s,False,297.0,0,True,True,0.45023465156555176
002,YOLOv9s,False,298.0,0,True,True,0.46048423647880554
002,YOLOv9s,False,299.0,0,True,True,0.4594961702823639
002,YOLOv9s,False,300.0,0,True,True,0.45611000061035156
002,YOLOv9s,False,301.0,0,True,True,0.4609530568122864
002,YOLOv9s,False,302.0,0,True,True,0.45423024892807007
002,YOLOv9s,False,303.0,0,True,True,0.47124674916267395
002,YOLOv9s,False,304.0,0,True,True,0.4739140272140503
002,YOLOv9s,False,305.0,0,True,True,0.4454424977302551
002,YOLOv9s,False,306.0,0,True,True,0.41863077878952026
002,YOLOv9s,False,307.0,0,True,True,0.3987346291542053
002,YOLOv9s,False,308.0,0,True,True,0.36881211400032043
002,YOLOv9s,False,309.0,0,True,True,0.3799348473548889
002,YOLOv9s,False,310.0,0,True,True,0.3688691258430481
002,YOLOv9s,False,311.0,0,True,True,0.3678778409957886
002,YOLOv9s,False,312.0,0,True,True,0.3706749975681305
002,YOLOv9s,False,313.0,0,True,True,0.374864786863327
002,YOLOv9s,False,314.0,0,True,True,0.3771084249019623
002,YOLOv9s,False,315.0,0,True,True,0.372455358505249
002,YOLOv9s,False,316.0,0,True,True,0.3841966390609741
002,YOLOv9s,False,317.0,0,True,True,0.40211522579193115
002,YOLOv9s,False,318.0,0,True,True,0.40693172812461853
002,YOLOv9s,False,319.0,0,True,True,0.4152623414993286
002,YOLOv9s,False,320.0,0,True,True,0.4078177809715271
